genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_036477455.1,4540,1,788,3,2172,0,0,0,0,0,876,0,0,0,0
GCA_036477455.1,4140,3,3768,0,0,1,-7,0,0,48,0,0,0,0,0
GCA_036477455.1,2449,1,218,2,1501,0,0,0,0,0,332,0,0,0,0
GCA_036477455.1,5219,0,0,3,4299,0,0,0,0,0,499,0,0,0,0
GCA_036477455.1,3358,1,1529,1,1478,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,7810,1,3002,10,3259,0,0,1,-21,0,4113,0,0,0,0
GCA_036477455.1,2013,3,1711,0,0,0,0,0,0,179,0,0,0,0,0
GCA_036477455.1,11484,0,0,23,10762,0,0,5,-43,0,721,0,0,0,0
GCA_036477455.1,2510,2,1393,1,221,0,0,0,0,171,0,0,0,0,0
GCA_036477455.1,22652,10,12539,8,7022,0,0,2,-22,6937,9388,0,0,0,0
GCA_036477455.1,9490,4,5867,3,2992,0,0,0,0,59,6497,0,0,0,0
GCA_036477455.1,3983,0,0,4,3326,0,0,0,0,0,508,0,0,0,0
GCA_036477455.1,3133,0,0,5,2997,0,0,1,-25,0,135,0,0,0,0
GCA_036477455.1,3472,3,2274,1,317,0,0,0,0,888,0,0,0,0,0
GCA_036477455.1,2404,1,571,2,1777,0,0,0,0,0,13,0,0,0,0
GCA_036477455.1,5650,1,494,6,4479,0,0,0,0,0,1082,0,0,0,0
GCA_036477455.1,3610,4,2788,0,0,0,0,0,0,409,0,0,0,0,0
GCA_036477455.1,5791,2,1723,3,2445,0,0,0,0,776,350,0,0,0,0
GCA_036477455.1,10774,6,2820,5,6151,0,0,1,-7,1830,1960,0,0,0,0
GCA_036477455.1,2954,4,2582,0,0,1,-19,0,0,255,0,0,0,0,0
GCA_036477455.1,4048,5,3814,0,0,1,0,0,0,67,0,0,0,0,0
GCA_036477455.1,2991,1,1169,2,1642,0,0,0,0,0,99,0,0,0,0
GCA_036477455.1,2578,1,479,4,1604,0,0,1,-3,0,249,0,0,0,0
GCA_036477455.1,7474,6,6215,1,703,1,-7,0,0,305,0,0,0,0,0
GCA_036477455.1,3283,1,1199,1,1349,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,4512,2,3972,0,0,0,0,0,0,450,0,0,0,0,0
GCA_036477455.1,2041,0,0,2,1924,0,0,0,0,0,102,0,0,0,0
GCA_036477455.1,4128,2,2931,1,402,0,0,0,0,55,0,0,0,0,0
GCA_036477455.1,3292,3,2604,0,0,0,0,0,0,583,0,0,0,0,0
GCA_036477455.1,3762,3,3657,0,0,1,-7,0,0,99,0,0,0,0,0
GCA_036477455.1,2203,2,1249,2,715,0,0,0,0,11,116,0,0,0,0
GCA_036477455.1,12385,3,1014,9,9598,0,0,2,-12,10061,2459,0,0,0,0
GCA_036477455.1,4580,2,1864,3,1668,0,0,0,0,1502,2078,0,0,0,0
GCA_036477455.1,3931,2,1637,2,1711,0,0,0,0,2293,204,0,0,0,0
GCA_036477455.1,5591,4,2274,3,2658,1,-7,0,0,3316,341,0,0,0,0
GCA_036477455.1,4667,1,653,3,3137,0,0,0,0,0,1399,0,0,0,0
GCA_036477455.1,15950,14,15196,0,0,0,0,0,0,606,0,0,0,0,0
GCA_036477455.1,3081,0,0,4,2555,0,0,0,0,0,432,0,0,0,0
GCA_036477455.1,4850,0,0,6,4125,0,0,0,0,0,51,0,0,0,0
GCA_036477455.1,3321,3,2532,0,0,0,0,0,0,388,0,0,0,0,0
GCA_036477455.1,6977,7,4535,2,1228,0,0,0,0,1803,4673,0,0,0,0
GCA_036477455.1,14295,4,1925,12,10142,0,0,0,0,6440,4152,0,0,0,0
GCA_036477455.1,11122,7,5957,5,3274,1,-3,2,-31,4920,4731,0,0,0,0
GCA_036477455.1,2551,0,0,2,2274,0,0,0,0,0,11,0,0,0,0
GCA_036477455.1,3392,0,0,4,3106,0,0,0,0,0,285,0,0,0,0
GCA_036477455.1,2479,2,1633,1,658,0,0,0,0,122,0,0,0,0,0
GCA_036477455.1,12472,10,10046,1,1328,1,-3,0,0,515,0,0,0,0,0
GCA_036477455.1,3422,3,2009,2,1025,0,0,0,0,21,130,0,0,0,0
GCA_036477455.1,5968,7,2984,1,725,2,-16,0,0,959,0,0,0,0,0
GCA_036477455.1,2638,1,2263,0,0,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,3836,3,2979,1,239,0,0,0,0,227,0,0,0,0,0
GCA_036477455.1,3259,0,0,2,2752,0,0,0,0,0,251,0,0,0,0
GCA_036477455.1,8340,5,4202,3,3484,1,-7,0,0,270,285,0,0,0,0
GCA_036477455.1,7120,3,2591,4,3482,1,-3,0,0,453,331,0,0,0,0
GCA_036477455.1,8859,7,7047,0,0,0,0,0,0,1417,0,0,0,0,0
GCA_036477455.1,3105,3,1926,2,852,0,0,0,0,76,42,0,0,0,0
GCA_036477455.1,3609,5,3197,0,0,1,-3,0,0,126,0,0,0,0,0
GCA_036477455.1,3449,4,3223,0,0,0,0,0,0,170,0,0,0,0,0
GCA_036477455.1,6170,0,0,7,5986,0,0,2,-6,0,183,0,0,0,0
GCA_036477455.1,4863,4,4083,0,0,0,0,0,0,779,0,0,0,0,0
GCA_036477455.1,3306,0,0,2,2642,0,0,0,0,0,43,0,0,0,0
GCA_036477455.1,4506,1,1081,2,3290,0,0,1,-10,0,-10,0,0,0,0
GCA_036477455.1,2644,0,0,3,1107,0,0,0,0,0,754,0,0,0,0
GCA_036477455.1,3825,1,550,6,2880,0,0,1,-16,0,176,0,0,0,0
GCA_036477455.1,3544,1,1082,2,1804,0,0,0,0,0,19,0,0,0,0
GCA_036477455.1,4389,4,3952,0,0,0,0,0,0,436,0,0,0,0,0
GCA_036477455.1,4352,1,2019,3,2116,0,0,0,0,0,46,0,0,0,0
GCA_036477455.1,6013,0,0,3,5992,0,0,0,0,0,20,0,0,0,0
GCA_036477455.1,3164,0,0,4,2653,0,0,1,-28,0,510,0,0,0,0
GCA_036477455.1,2398,1,770,1,1243,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,2639,1,83,4,1920,0,0,1,-3,0,74,0,0,0,0
GCA_036477455.1,11377,2,1885,5,8461,0,0,0,0,6,2616,0,0,0,0
GCA_036477455.1,2283,3,1840,0,0,1,-6,0,0,203,0,0,0,0,0
GCA_036477455.1,4099,2,3754,0,0,0,0,0,0,70,0,0,0,0,0
GCA_036477455.1,6131,5,5478,0,0,0,0,0,0,586,0,0,0,0,0
GCA_036477455.1,2699,2,984,1,1268,0,0,0,0,1714,0,0,0,0,0
GCA_036477455.1,2695,1,1028,1,1447,0,0,0,0,0,0,0,1,0,3
GCA_036477455.1,4610,0,0,6,4304,0,0,2,-6,0,59,0,0,0,0
GCA_036477455.1,2558,4,1926,0,0,0,0,0,0,631,0,0,0,0,0
GCA_036477455.1,3747,2,637,2,1456,0,0,0,0,2316,263,0,0,0,0
GCA_036477455.1,5058,2,1835,1,2471,0,0,0,0,3222,0,0,0,0,0
GCA_036477455.1,3359,2,1059,1,1730,0,0,0,0,2087,0,0,0,0,0
GCA_036477455.1,3275,1,190,5,2735,0,0,0,0,0,115,0,0,0,0
GCA_036477455.1,4391,4,3920,0,0,0,0,0,0,457,0,0,0,0,0
GCA_036477455.1,4467,6,4225,0,0,1,-10,0,0,241,0,0,0,0,0
GCA_036477455.1,8683,5,4940,3,2769,1,-3,0,0,3742,454,0,0,0,0
GCA_036477455.1,2903,1,1529,1,650,0,0,0,0,0,0,0,1,0,7
GCA_036477455.1,5388,1,413,4,4100,0,0,0,0,0,960,0,0,0,0
GCA_036477455.1,2033,2,1462,0,0,0,0,0,0,141,0,0,0,0,0
GCA_036477455.1,3109,3,2701,0,0,0,0,0,0,176,0,0,0,0,0
GCA_036477455.1,4720,5,4029,0,0,1,-3,0,0,690,0,0,0,0,0
GCA_036477455.1,3580,1,748,2,2191,0,0,0,0,0,251,0,0,0,0
GCA_036477455.1,2644,3,2390,0,0,1,-10,0,0,113,0,0,0,0,0
GCA_036477455.1,2440,3,1780,0,0,0,0,0,0,359,0,0,0,0,0
GCA_036477455.1,2645,1,953,2,1373,0,0,1,-15,0,-15,0,0,0,0
GCA_036477455.1,4151,1,218,2,3763,0,0,0,0,0,167,0,0,0,0
GCA_036477455.1,4670,4,2843,0,0,1,-3,0,0,1508,0,0,0,0,0
GCA_036477455.1,2758,0,0,2,1768,0,0,0,0,0,2,0,0,0,0
GCA_036477455.1,6726,1,190,6,6028,0,0,2,-16,0,124,0,0,0,0
GCA_036477455.1,6464,2,1653,3,4103,0,0,0,0,49,312,0,0,0,0
GCA_036477455.1,3431,4,3149,0,0,0,0,0,0,281,0,0,0,0,0
GCA_036477455.1,5812,3,3476,2,853,0,0,0,0,280,396,0,0,0,0
GCA_036477455.1,6134,4,5304,2,442,0,0,1,-15,711,-15,0,0,0,0
GCA_036477455.1,2788,2,832,3,1754,0,0,0,0,29,161,0,0,0,0
GCA_036477455.1,4822,3,2850,1,767,0,0,0,0,279,0,0,0,0,0
GCA_036477455.1,2274,1,244,2,1842,0,0,0,0,0,116,0,0,0,0
GCA_036477455.1,4311,1,73,3,3516,0,0,0,0,0,639,0,0,0,0
GCA_036477455.1,6485,0,0,4,5192,0,0,1,-3,0,845,0,0,0,0
GCA_036477455.1,4116,4,3158,2,580,0,0,0,0,898,36,0,0,0,0
GCA_036477455.1,2004,0,0,3,1677,0,0,0,0,0,326,0,0,0,0
GCA_036477455.1,5903,7,5156,0,0,0,0,0,0,523,0,0,0,0,0
GCA_036477455.1,3358,2,724,2,1990,0,0,0,0,72,281,0,0,0,0
GCA_036477455.1,2625,2,1107,1,333,0,0,0,0,684,0,0,0,0,0
GCA_036477455.1,2952,0,0,3,1852,0,0,0,0,0,234,0,0,0,0
GCA_036477455.1,4294,6,4086,0,0,3,-19,0,0,207,0,0,0,0,0
GCA_036477455.1,4516,3,3175,2,1013,0,0,0,0,107,105,0,0,0,0
GCA_036477455.1,4725,3,3218,2,1122,0,0,0,0,206,18,0,0,0,0
GCA_036477455.1,2167,1,1409,0,0,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,3388,1,551,3,2414,0,0,0,0,0,397,0,0,0,0
GCA_036477455.1,3469,1,626,3,1502,0,0,0,0,0,533,0,0,0,0
GCA_036477455.1,3587,1,470,2,2953,0,0,1,-12,0,-12,0,0,0,0
GCA_036477455.1,2921,0,0,4,2895,0,0,1,-109,0,25,0,0,0,0
GCA_036477455.1,5900,0,0,6,5285,0,0,0,0,0,614,0,0,0,0
GCA_036477455.1,3918,4,2873,0,0,0,0,0,0,711,0,0,0,0,0
GCA_036477455.1,3352,0,0,3,2400,0,0,0,0,0,728,0,0,0,0
GCA_036477455.1,5513,0,0,6,4897,0,0,0,0,0,512,0,0,0,0
GCA_036477455.1,2217,1,2041,0,0,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,8129,8,5159,1,134,0,0,0,0,2700,0,0,0,0,0
GCA_036477455.1,4259,4,3769,0,0,0,0,0,0,443,0,0,0,0,0
GCA_036477455.1,2466,0,0,3,2243,0,0,1,-10,0,222,0,0,0,0
GCA_036477455.1,13983,10,8697,3,3746,2,-16,0,0,4823,7722,0,0,0,0
GCA_036477455.1,3440,4,3073,0,0,0,0,0,0,323,0,0,0,0,0
GCA_036477455.1,2464,3,1230,0,0,0,0,0,0,542,0,0,0,0,0
GCA_036477455.1,2989,1,1655,1,203,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,2529,0,0,2,2512,0,0,0,0,0,16,0,0,0,0
GCA_036477455.1,2071,0,0,2,1470,0,0,0,0,0,600,0,0,0,0
GCA_036477455.1,2554,2,1672,1,116,0,0,0,0,21,0,0,0,0,0
GCA_036477455.1,7328,1,471,6,6552,0,0,1,-3,0,117,0,0,0,0
GCA_036477455.1,6746,1,1586,4,4324,0,0,1,-7,0,2421,0,0,0,0
GCA_036477455.1,3429,0,0,3,2955,0,0,0,0,0,419,0,0,0,0
GCA_036477455.1,11196,12,9857,1,428,3,-31,0,0,1338,0,0,0,0,0
GCA_036477455.1,4195,2,2483,1,891,0,0,0,0,53,0,0,0,0,0
GCA_036477455.1,6021,1,1288,7,3894,0,0,2,-6,0,817,0,0,0,0
GCA_036477455.1,7239,1,2096,2,4454,0,0,0,0,0,2784,0,0,0,0
GCA_036477455.1,5995,4,1910,3,2174,0,0,0,0,301,3596,0,0,0,0
GCA_036477455.1,4388,3,3003,2,922,0,0,1,-55,54,-55,0,0,0,0
GCA_036477455.1,2324,0,0,1,2038,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,3278,2,1185,2,1878,0,0,0,0,8,3,0,0,0,0
GCA_036477455.1,2483,1,849,1,1617,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,6542,3,2055,3,4249,1,0,1,0,14,2292,0,0,0,0
GCA_036477455.1,4760,2,1354,4,2510,0,0,1,-10,155,424,0,0,0,0
GCA_036477455.1,4757,0,0,4,4019,0,0,0,0,0,553,0,0,0,0
GCA_036477455.1,3330,3,3004,0,0,0,0,0,0,325,0,0,0,0,0
GCA_036477455.1,4142,2,2835,0,0,0,0,0,0,199,0,0,0,0,0
GCA_036477455.1,3186,4,3183,0,0,1,-22,0,0,2,0,0,0,0,0
GCA_036477455.1,5098,1,404,2,4393,0,0,1,-25,0,-25,0,0,0,0
GCA_036477455.1,4206,0,0,4,3914,0,0,0,0,0,291,0,0,0,0
GCA_036477455.1,7501,7,6426,0,0,3,-6,0,0,187,0,0,0,0,0
GCA_036477455.1,2890,1,361,3,2155,0,0,1,-3,0,70,0,0,0,0
GCA_036477455.1,15176,2,1564,10,12284,0,0,1,-6,171,727,0,0,0,0
GCA_036477455.1,3204,2,1283,2,1076,0,0,0,0,1098,1268,0,0,0,0
GCA_036477455.1,10265,0,0,12,9264,0,0,2,-15,0,1000,0,0,0,0
GCA_036477455.1,2617,1,902,2,1064,0,0,0,0,0,179,0,0,0,0
GCA_036477455.1,2759,2,1509,1,215,0,0,0,0,662,0,0,0,0,0
GCA_036477455.1,3363,0,0,3,2898,0,0,1,-3,0,123,0,0,0,0
GCA_036477455.1,4604,1,671,2,3285,0,0,0,0,0,12,0,0,0,0
GCA_036477455.1,4643,4,4324,1,82,0,0,0,0,202,0,0,0,0,0
GCA_036477455.1,4446,1,2543,1,1103,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,2833,2,2422,0,0,0,0,0,0,4,0,0,0,0,0
GCA_036477455.1,4113,0,0,5,3770,0,0,0,0,0,288,0,0,0,0
GCA_036477455.1,3779,3,3416,0,0,0,0,0,0,362,0,0,0,0,0
GCA_036477455.1,2353,1,1091,1,452,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,3275,0,0,3,2601,0,0,1,-3,0,517,0,0,0,0
GCA_036477455.1,3778,5,3152,0,0,2,-9,0,0,589,0,0,0,0,0
GCA_036477455.1,4818,3,2768,1,781,0,0,0,0,311,0,0,0,0,0
GCA_036477455.1,4254,4,2770,0,0,0,0,0,0,719,0,0,0,0,0
GCA_036477455.1,3294,0,0,3,2159,0,0,0,0,0,156,0,0,0,0
GCA_036477455.1,2894,2,1407,1,1256,1,-7,0,0,-7,0,0,0,0,0
GCA_036477455.1,10402,1,1031,7,8663,0,0,1,-7,0,196,0,0,0,0
GCA_036477455.1,7308,1,466,8,6028,0,0,1,-13,0,406,0,0,0,0
GCA_036477455.1,2435,1,1181,1,1006,0,0,0,0,0,0,0,0,0,0
GCA_036477455.1,2962,4,2790,0,0,0,0,0,0,171,0,0,0,0,0
GCA_036477455.1,10069,2,2274,7,6546,0,0,1,-3,57,548,0,0,0,0
GCA_036477455.1,2036,2,1837,0,0,0,0,0,0,4,0,0,0,0,0
GCA_036477455.1,3199,4,2892,0,0,1,0,0,0,37,0,0,0,0,0
GCA_036477455.1,4549,0,0,7,4099,0,0,1,-3,0,449,0,0,0,0
GCA_036477455.1,2638,0,0,5,2043,0,0,0,0,0,253,0,0,0,0
GCA_036477455.1,4880,3,3243,1,1312,0,0,0,0,197,0,0,0,0,0
GCA_036477455.1,3736,5,3443,0,0,2,-17,0,0,292,0,0,0,0,0
GCA_036477455.1,3888,0,0,4,3601,0,0,1,-13,0,286,0,0,0,0
GCA_036477455.1,5860,5,5170,0,0,1,-16,0,0,131,0,0,0,0,0
GCA_036477455.1,3714,0,0,3,3435,0,0,1,-3,0,15,0,0,0,0
GCA_036477455.1,2685,1,937,2,1375,0,0,1,-3,0,-3,0,0,0,0
GCA_036477455.1,3993,2,2371,2,747,0,0,0,0,13,232,0,0,0,0
GCA_036477455.1,4799,3,3438,1,1105,0,0,0,0,81,0,0,0,0,0
GCA_036477455.1,2816,2,2106,1,76,0,0,0,0,61,0,0,0,0,0
GCA_036480995.1,26214,24,20365,2,2581,5,-25,0,0,5848,16741,0,0,0,0
GCA_036480995.1,5260,3,3705,0,0,0,0,0,0,155,0,0,0,0,0
GCA_036480995.1,4452,0,0,5,3898,0,0,0,0,0,387,0,0,0,0
GCA_036480995.1,13231,7,10205,3,2185,1,0,0,0,2499,4489,0,0,0,0
GCA_036480995.1,8551,9,7035,1,825,1,-3,0,0,618,0,0,0,0,0
GCA_036480995.1,2984,3,2186,1,729,2,-79,0,0,-79,0,0,0,0,0
GCA_036480995.1,29328,12,11793,15,14914,1,-3,5,-25,14119,14413,0,0,0,0
GCA_036480995.1,4181,2,4075,0,0,0,0,0,0,105,0,0,0,0,0
GCA_036480995.1,10197,5,3822,6,5037,0,0,1,-16,945,238,0,0,0,0
GCA_036480995.1,7884,4,5864,3,957,1,-3,0,0,997,2151,0,0,0,0
GCA_036480995.1,23214,14,14285,4,7051,1,-3,0,0,5845,14865,0,0,0,0
GCA_036480995.1,59652,21,21575,25,31523,4,-41,5,-25,38076,22663,0,0,0,0
GCA_036480995.1,8313,1,1103,7,6235,0,0,0,0,0,2077,0,0,0,0
GCA_036480995.1,8922,0,0,9,8345,0,0,1,-3,0,576,0,0,0,0
GCA_036480995.1,11890,8,5497,3,4911,2,-22,1,-31,739,-27,0,0,0,0
GCA_036480995.1,3709,1,479,3,2746,0,0,0,0,0,900,0,0,0,0
GCA_036480995.1,11761,4,3521,12,4614,0,0,1,-34,6411,6825,0,0,0,0
GCA_036480995.1,13610,6,5970,4,5879,1,-19,0,0,1223,4449,0,0,0,0
GCA_036480995.1,3707,4,2887,1,288,0,0,0,0,343,0,0,0,0,0
GCA_036480995.1,2544,3,2111,0,0,0,0,0,0,101,0,0,0,0,0
GCA_036480995.1,9311,9,7876,0,0,0,0,0,0,1434,0,0,0,0,0
GCA_036480995.1,18729,16,11645,7,4387,1,-7,0,0,6979,6897,0,0,0,0
GCA_036480995.1,7762,3,803,7,6245,0,0,1,-22,6790,512,0,0,0,0
GCA_036480995.1,3205,1,2246,1,405,0,0,0,0,0,0,0,0,0,0
GCA_036480995.1,2104,0,0,2,1142,0,0,0,0,0,696,0,0,0,0
GCA_036480995.1,6549,3,6265,0,0,1,-3,0,0,283,0,0,0,0,0
GCA_036480995.1,2842,0,0,3,2112,0,0,0,0,0,257,0,0,0,0
GCA_036480995.1,7654,5,4768,3,2535,1,-3,1,-52,2536,607,0,0,0,0
GCA_036480995.1,3537,3,1725,1,1531,1,-15,0,0,4,0,0,0,0,0
GCA_036480995.1,15518,4,5038,11,10057,0,0,3,-26,10479,189,0,0,0,0
GCA_036480995.1,5051,2,470,4,3909,0,0,1,-7,1821,795,0,0,0,0
GCA_036480995.1,4432,5,4147,0,0,1,-16,0,0,281,0,0,0,0,0
GCA_036480995.1,4994,2,1776,5,2955,1,-13,0,0,-13,256,0,0,0,0
GCA_036480995.1,2600,0,0,3,2098,0,0,1,0,0,114,0,0,0,0
GCA_036480995.1,5609,0,0,4,4586,0,0,0,0,0,620,0,0,0,0
GCA_036480995.1,3362,0,0,3,3229,0,0,0,0,0,132,0,0,0,0
GCA_036480995.1,2547,3,2098,0,0,0,0,0,0,290,0,0,0,0,0
GCA_036480995.1,12932,9,11376,0,0,0,0,0,0,1555,0,0,0,0,0
GCA_036480995.1,8563,8,7970,0,0,2,-19,0,0,592,0,0,0,0,0
GCA_036480995.1,31678,16,16360,10,13050,0,0,1,-7,12268,18107,0,0,0,0
GCA_036480995.1,5630,1,775,4,4207,0,0,0,0,0,142,0,0,0,0
GCA_036480995.1,10310,11,6949,4,2244,0,0,0,0,2354,6994,0,0,0,0
GCA_036480995.1,12378,12,8062,4,3122,1,-31,0,0,314,208,0,0,0,0
GCA_036480995.1,42744,26,21467,14,16322,4,-59,2,-42,17247,21922,0,0,0,0
GCA_036480995.1,2671,1,792,1,1662,0,0,0,0,0,0,0,0,0,0
GCA_036480995.1,18186,8,7196,8,7999,0,0,1,-3,1086,1026,0,0,0,0
GCA_036480995.1,12373,8,5054,4,5894,1,0,0,0,6771,1442,0,0,0,0
GCA_036480995.1,9939,5,3459,5,4411,0,0,0,0,4149,4690,0,0,0,0
GCA_036480995.1,6475,3,4077,1,1091,0,0,0,0,1883,0,0,0,0,0
GCA_036480995.1,4469,4,2655,1,1424,1,-16,0,0,1813,0,0,0,0,0
GCA_036480995.1,16466,2,916,15,14406,0,0,2,-36,57,855,0,0,0,0
GCA_036480995.1,16376,1,470,15,14067,0,0,1,-7,0,733,0,0,0,0
GCA_036480995.1,10389,4,4571,7,4670,0,0,1,-19,5643,2135,0,0,0,0
GCA_036480995.1,30029,10,7917,18,16822,0,0,0,0,15100,13125,0,0,0,0
GCA_036480995.1,2450,1,203,2,1956,0,0,0,0,0,28,0,0,0,0
GCA_036480995.1,3878,4,2537,1,210,0,0,0,0,645,0,0,0,0,0
GCA_036480995.1,3207,4,2927,0,0,0,0,0,0,279,0,0,0,0,0
GCA_036480995.1,11151,0,0,9,10235,0,0,0,0,0,804,0,0,0,0
GCA_036480995.1,8284,7,5717,1,992,1,-10,0,0,2105,0,0,0,0,0
GCA_036480995.1,9046,7,5824,2,1903,0,0,0,0,2697,3009,0,0,0,0
GCA_036480995.1,9980,3,1786,7,7283,1,-3,1,0,2579,1195,0,0,0,0
GCA_036480995.1,5921,3,1916,4,3707,0,0,1,0,163,121,0,0,0,0
GCA_036480995.1,7587,0,0,6,7282,0,0,2,-37,0,304,0,0,0,0
GCA_036480995.1,11290,7,7167,5,2737,0,0,1,-19,4122,1979,0,0,0,0
GCA_036480995.1,12745,9,5040,9,5865,0,0,0,0,6504,4037,0,0,0,0
GCA_036480995.1,3648,2,1419,2,1934,0,0,1,-3,58,-3,0,0,0,0
GCA_036480995.1,2511,4,2441,0,0,0,0,0,0,69,0,0,0,0,0
GCA_036480995.1,3593,3,2407,1,729,1,-48,0,0,10,0,0,0,0,0
GCA_036480995.1,12367,6,10634,0,0,1,-27,0,0,1369,0,0,0,0,0
GCA_036480995.1,7590,5,6931,0,0,0,0,0,0,658,0,0,0,0,0
GCA_036480995.1,4224,2,1510,2,1912,0,0,0,0,195,4,0,0,0,0
GCA_036480995.1,2840,2,2595,0,0,0,0,0,0,244,0,0,0,0,0
GCA_036480995.1,5441,5,4551,1,272,0,0,0,0,889,0,0,0,0,0
GCA_036480995.1,18211,6,4794,14,11162,0,0,2,-25,2976,4186,0,0,0,0
GCA_036480995.1,11156,19,10514,1,261,7,-25,0,0,217,0,0,0,0,0
GCA_036480995.1,6474,2,1462,3,4505,1,0,0,0,0,147,0,0,0,0
GCA_036480995.1,3091,1,1424,1,1669,0,0,0,0,0,0,0,1,0,3
GCA_036480995.1,3772,1,698,3,2543,0,0,0,0,0,1133,0,0,0,0
GCA_036480995.1,2779,1,1382,3,914,0,0,0,0,0,1699,0,0,0,0
GCA_036480995.1,8673,3,4371,5,3325,0,0,0,0,3194,3423,0,0,0,0
GCA_036480995.1,2637,3,2136,1,215,0,0,0,0,34,0,0,0,0,0
GCA_036480995.1,2864,0,0,4,2800,0,0,1,-3,0,63,0,0,0,0
GCA_036480995.1,8124,6,4689,3,2115,0,0,0,0,3434,65,0,0,0,0
GCA_036480995.1,4538,3,2622,1,1083,0,0,0,0,288,0,0,0,0,0
GCA_036480995.1,6559,2,775,5,5019,0,0,0,0,161,388,0,0,0,0
GCA_036480995.1,13463,0,0,15,12432,0,0,3,-9,0,1017,0,0,0,0
GCA_036480995.1,2707,1,1070,2,792,0,0,0,0,0,1871,0,0,0,0
GCA_036480995.1,17987,8,10096,5,7032,2,-19,2,-6,377,353,0,0,0,0
GCA_036480995.1,17692,10,9224,10,5783,1,-10,0,0,6781,6256,0,0,0,0
GCA_036480995.1,8206,4,1926,6,4717,0,0,0,0,408,744,0,0,0,0
GCA_036480995.1,8886,6,5134,3,3051,1,-3,0,0,3751,153,0,0,0,0
GCA_036480995.1,4122,2,1755,1,2219,0,0,0,0,106,0,0,0,0,0
GCA_036480995.1,2331,2,1795,0,0,0,0,0,0,11,0,0,0,0,0
GCA_036480995.1,6542,2,1144,6,4434,0,0,0,0,767,1530,0,0,0,0
GCA_036480995.1,3346,1,518,2,2162,0,0,0,0,0,131,0,0,0,0
GCA_036480995.1,3199,3,2276,1,284,0,0,0,0,462,0,0,0,0,0
GCA_036480995.1,14961,16,10854,4,2413,6,-46,0,0,2994,9152,0,0,0,0
GCA_036480995.1,2150,0,0,3,2007,0,0,0,0,0,142,0,0,0,0
GCA_036480995.1,10532,0,0,9,10244,0,0,2,-3,0,287,0,0,0,0
GCA_036480995.1,5944,0,0,6,5711,0,0,0,0,0,232,0,0,0,0
GCA_036480995.1,3099,2,1435,2,1576,0,0,0,0,7,3,0,0,0,0
GCA_036480995.1,3163,1,305,3,2389,0,0,1,-3,0,8,0,0,0,0
GCA_036480995.1,3355,3,2379,1,256,0,0,0,0,31,0,0,0,0,0
GCA_036480995.1,11888,15,7815,2,2737,0,0,0,0,4072,13,0,0,0,0
GCA_036480995.1,4343,5,2392,2,768,0,0,0,0,830,3574,0,0,0,0
GCA_036480995.1,5397,4,4406,2,578,0,0,0,0,271,120,0,0,0,0
GCA_036480995.1,2369,0,0,1,2251,0,0,0,0,0,0,0,0,0,0
GCA_036480995.1,14366,12,12554,1,1139,6,-24,0,0,389,0,0,0,0,0
GCA_036480995.1,2079,0,0,2,1892,0,0,0,0,0,186,0,0,0,0
GCA_036480995.1,5550,0,0,6,5174,0,0,0,0,0,164,0,0,0,0
GCA_036480995.1,6254,0,0,5,5711,0,0,0,0,0,542,0,0,0,0
GCA_036480995.1,2334,0,0,2,1564,0,0,0,0,0,137,0,0,0,0
GCA_036480995.1,14677,20,14419,0,0,3,-34,0,0,257,0,0,0,0,0
GCA_036480995.1,3408,0,0,4,3317,0,0,1,-3,0,90,0,0,0,0
GCA_036480995.1,3306,4,2828,0,0,0,0,0,0,401,0,0,0,0,0
GCA_036480995.1,4001,0,0,5,3689,0,0,1,-3,0,311,0,0,0,0
GCA_036480995.1,2878,2,2061,1,604,0,0,0,0,19,0,0,0,0,0
GCA_036480995.1,4732,2,3964,1,572,0,0,0,0,3,0,0,0,0,0
GCA_036480995.1,4643,0,0,5,4207,0,0,1,-3,0,72,0,0,0,0
GCA_036480995.1,3613,1,926,5,2351,0,0,0,0,0,329,0,0,0,0
GCA_036480995.1,3468,4,3291,0,0,1,-7,0,0,176,0,0,0,0,0
GCA_036480995.1,13562,1,1267,10,11222,0,0,0,0,0,629,0,0,0,0
GCA_036480995.1,13603,5,6691,7,4089,1,0,0,0,5823,7412,0,0,0,0
GCA_036480995.1,11931,6,7856,2,3232,0,0,0,0,525,121,0,0,0,0
GCA_036480995.1,6188,0,0,6,4846,0,0,0,0,0,826,0,0,0,0
